Identifiant,Url,Titre,Latitude,Longitude,Resume,Capacite_accueil,NombreSdB,NbChambres,NbLits,Type_logement,type_propriete,type_lit,Animal_sur_place,Cuisine,Internet,television,produits_base,Shampooing,Chauffage,Climatisation,machine_laver,seche_linge,parking_sur-place,wifi,television_cable,petit_dejeuner,animaux_acceptes,pourEnfants_famille,adapte_evenements,logement_fumeur,accessibilite,Ascenseur,cheminee_interieur,Interphone,Portier,Piscine,Jacuzzi,salle_sport,Entree_24-24,Cintres,fer_repasser,seche_cheveux,espace_travail_ordi,detecteur_fumee,monoxyde_carbone_detect,kit_secours,fiche_securite,extincteur,porte_chambre_verrou,rection_semaine,reduction_mois,surcout_voyageur_supp,frais_menage,Caution,conditions_annulation,Description,reglement_interieur,duree_minimale_sejour,Prix_Estime 
12424046,https://www.airbnb.fr/rooms/12424046,Charming city center apartment,44.8368839573,-0.5680284157,"Beau studio de 30 mètres carrés au rez de chaussée, côté vaste cour très calme, situé dans le centre historique de Bordeaux
Rénové en 2015 avec des matériaux de qualité, la pierre apparente et le bois apportent beaucoup de convivialité au lieu.

La pierre apparente et le bois apportent beaucoup de convivialité à ce lieu qui se compose de :
-un séjour avec un canapé lit haut de gamme de 160*200, une table basse, une table avec quatre chaises, une  tv / dvd   Internet/Wifi, un lecteur cd Ipod, un dressing.
-une cuisine américaine entièrement équipée de: four et micro-ondes, lave linge, lave vaisselle, frigo/congélateur, plaque induction, bouilloire, machine Nespresso, cafetière électrique, grille pain et tout le nécessaire pour cuisiner.

Appartement équipé de sèche cheveux, fer et table à repasser. Le linge de maison est fourni (draps, serviettes et torchons) et le lit est fait à votre arrivée

le voyageur a accès à tout l'appartement

Durant leur séjour, les voyageurs peuvent me joindre sur mon téléphone mobile en cas de besoin.

Entre le cours de l’Intendance et la rue Peyronnet s’étend le Vieux Bordeaux. Il s’agit d’un ensemble qui regroupe plusieurs quartiers et leur église : Saint-Pierre, Saint Paul, Sainte-Colombe, Saint-Michel, Sainte-Croix. Ses monuments, ses rues et sa population en font une entité à part.

Ici les passionnés d’histoire apprécient la valeur des façades sculptées, les amateurs de bonnes affaires trouvent leur bonheur au marché aux puces ou chez les brocanteurs, les lève-tôt comme les couche-tard apprécieront de faire une escapade au marché des Capucins. Les gourmands pourront se rassasier dans les bistrots et restaurants variés.

Les quais se trouvent à quelques minutes à pied de l'appartement avec plusieurs lignes de tram . 
L'arrêt \",2,1,1,1,Logement entier,Appartement,Canapé convertible,nan,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5,0,0,25,250,Modérées,"Le logement

La pierre apparente et le bois apportent beaucoup de convivialité à ce lieu qui se compose de :

-un séjour avec un canapé lit haut de gamme de 160*200, une table basse, une table avec quatre chaises, une  tv / dvd   Internet/Wifi, un lecteur cd Ipod, un dressing.

-une cuisine américaine entièrement équipée de: four et micro-ondes, lave linge, lave vaisselle, frigo/congélateur, plaque induction, bouilloire, machine Nespresso, cafetière électrique, grille pain et tout le nécessaire pour cuisiner.

Appartement équipé de sèche cheveux, fer et table à repasser. Le linge de maison est fourni (draps, serviettes et torchons) et le lit est fait à votre arrivée

Accès des voyageurs

le voyageur a accès à tout l'appartement

Échanges avec les voyageurs

Durant leur séjour, les voyageurs peuvent me joindre sur mon téléphone mobile en cas de besoin.

Le quartier

Entre le cours de l’Intendance et la rue Peyronnet s’étend le Vieux Bordeaux. Il s’agit d’un ensemble qui regroupe plusieurs quartiers et leur église : Saint-Pierre, Saint Paul, Sainte-Colombe, Saint-Michel, Sainte-Croix. Ses monuments, ses rues et sa population en font une entité à part.

Ici les passionnés d’histoire apprécient la valeur des façades sculptées, les amateurs de bonnes affaires trouvent leur bonheur au marché aux puces ou chez les brocanteurs, les lève-tôt comme les couche-tard apprécieront de faire une escapade au marché des Capucins. Les gourmands pourront se rassasier dans les bistrots et restaurants variés.

Transports

Les quais se trouvent à quelques minutes à pied de l'appartement avec plusieurs lignes de tram . 

L'arrêt ""Porte de Bourgogne"" reçoit la ligne C venant de la gare (4 arrêts depuis celle-ci) et la ligne A desservant tout le centre mais aussi la rive droite ( place Stalingrad, jardin botanique etc...)

Les ""velib"" sont aussi à disposition, plusieurs stations dans tout Bordeaux ,  la plus proche du logement se situe à côté de l'arrêt de tram, précédemment cité sur les quais ( CB pour louer directement a la borne)

sinon a pieds!:)...  les distances sont ridicules à Bordeaux et pour celles et/ou ceux qui aiment à se balader et flâner , ils seront comblés...en effet, Le Vieux Bordeaux regorge de petites ruelles et de places qui  s inscrivent totalement dans une ambiance de quartier: le quartier st Michel, le quartier St Pierre, le quartier Ste Colombe, la rue st James la ""Grosse Cloche"", place Camille Julian, Place Fernand Lafargue, Place du Palais, Place du Parlement , Place de la Bourse......chaque place offre un panel de tous les gouts pour la restauration ou bien tout simplement s asseoir et profiter d un breuvage en regardant la vie de quartier et surtout en prenant un bon bain de soleil lors des beaux jours ....

i live in france ","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

Ne convient pas aux enfants (3-12 ans)

L'heure d'entrée dans les lieux est 16:00 - 20:00.

La tranquillité du lieu est à respecter, l'appartement étant dans un cadre très calme et paisible.

Les fumeurs ne sont pas autorisés à fumer dans le logement , ils peuvent néanmoins avoir accès à la cour intérieure sans laisser leurs mégots et en parlant discrètement surtout le soir, toujours dans le respect de la tranquillité du lieu et de ses habitants.

Concernant l'appartement  faîtes comme chez vous !  Veiller aux gaspillages éventuels de lumières et chauffage !",1,61.52387350778372
12442266,https://www.airbnb.fr/rooms/12442266,offre spéciale EPICURIALES chambre hyper centre,44.8437274897,-0.5739915861,Appartement 65m2 Design à moins de 100m du Grand-Théâtre / A vous tout le confort de l'appartement / Je serai avec vous et à votre disposition pour un petit déjeuner inclus et découverte de la ville / conversation Anglais Espagnol,1,1,1,0,Chambre privée,Appartement,Vrai lit,nan,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,Flexibles,"Appartement 65m2 Design à moins de 100m du Grand-Théâtre / A vous tout le confort de l'appartement / Je serai avec vous et à votre disposition pour un petit déjeuner inclus et découverte de la ville / conversation Anglais Espagnol

Je suis directeur d'une agence de communication basée sur la créativité dans le mobile J'habite un petit nid au cœur meme de Bordeaux que j'aurai grand plaisir, l'un et l'autre, à vous faire visiter et vous faire partager ma passion pour cette ville et mon travail ",nan,1,41.35981670180081
12464144,https://www.airbnb.fr/rooms/12464144,Appartement Bordeaux centre ville,44.8365960636,-0.5804195146,"Agréable appartement de 50m2 situé au coeur du centre ville de Bordeaux. 
A deux pas de l'hôtel de ville et des transports en communs. 
Une grande chambre avec une jolie vue sur la cathédrale. 
L'appartement est tout équipé.",2,1,1,0,Logement entier,Appartement,Vrai lit,nan,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,20,50,0,0,200,Flexibles,"Agréable appartement de 50m2 situé au coeur du centre ville de Bordeaux. 

A deux pas de l'hôtel de ville et des transports en communs. 

Une grande chambre avec une jolie vue sur la cathédrale. 

L'appartement est tout équipé.","Pas de fête ni de soirée

L'entrée dans les lieux se fait après 12:00

",2,54.855308752034944
12466983,https://www.airbnb.fr/rooms/12466983,L'Esprit des Chartrons,44.8537831766,-0.5684171072,"Prestations haut de gamme pour cet appartement de charme en plein coeur des Chartrons, très calme, grand séjour sur terrasse, cuisine américaine, 3 chambres ayant chacune sa salle bain, ses toilettes et sa terrasse.
Idéal pour 3 couples

Au coeur du quartier des Chartrons, dans un écrin de pierre et de bois, un lieu secret à découvrir à 2 pas du centre historique de Bordeaux. En retrait de l'agitation urbaine, cet ancien chai rénové cache un véritable havre de sérénité avec ses terrasses privatives, son ambiance chaleureuse et son esprit élégant et contemporain.

Appartement de 170m2 comprenant une grande entrée, un séjour, avec salon, coin bibliothèque avec poêle, salle à manger, cuisine américaine, 3 chambres avec salle de bain/douche et 3 wc.
Garage pour 3 voitures

Les Chartrons, quartier historique des antiquaires, est un village dans la ville, avec sa place du Marché, ses nombreux restaurants de qualité, ses boutiques de design et d'antiquités.

Appartement situé à 15 minutes à pied du centre historique, ou 5 minutes en tramway (station à 100 mètres, juste au bout de la rue)",6,3,3,3,Logement entier,Appartement,nan,nan,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,25,30,0,50,500,Strictes,"Le logement

Au coeur du quartier des Chartrons, dans un écrin de pierre et de bois, un lieu secret à découvrir à 2 pas du centre historique de Bordeaux. En retrait de l'agitation urbaine, cet ancien chai rénové cache un véritable havre de sérénité avec ses terrasses privatives, son ambiance chaleureuse et son esprit élégant et contemporain.

Accès des voyageurs

Appartement de 170m2 comprenant une grande entrée, un séjour, avec salon, coin bibliothèque avec poêle, salle à manger, cuisine américaine, 3 chambres avec salle de bain/douche et 3 wc.

Garage pour 3 voitures

Le quartier

Les Chartrons, quartier historique des antiquaires, est un village dans la ville, avec sa place du Marché, ses nombreux restaurants de qualité, ses boutiques de design et d'antiquités.

Transports

Appartement situé à 15 minutes à pied du centre historique, ou 5 minutes en tramway (station à 100 mètres, juste au bout de la rue)","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

Ne convient pas aux bébés (0-2 ans)

L'heure d'entrée dans les lieux est 16:00 - 21:00.

Le lieu étant appréciable pour son calme, merci de le respecter !",3,145.56866079725023
12467344,https://www.airbnb.fr/rooms/12467344,Appartement Centre Typique XIXe,44.8537343791,-0.576702168,"Appartement typique du quartier des chartrons de 75m² situé en plein centre ville à quelques mètres du jardin public, de tous commerces et du tram. Le quartier calme vous assurera tranquillité pour la nuit.

Location saisonnière meublée dans un bel appartement de 75m2 au rez-de-chaussée surélevé. 

Ce bien se compose de :
- un salon avec un canapé et un fauteuil, une table basse, une TV, internet/wifi, une bibliothèque, et une espace repas avec une table pour 6 personnes.
- une cuisine parfaitement équipée de : four et micro-ondes, frigidaire/congélateur, plaques de cuisson, bouilloire, machine à café, grille-pain et tout le nécessaire pour cuisiner
- une 1ère grande chambre avec un lit double de 140 x 200 cm
- une 2ème chambre avec 1 lit double de 140 x 200 cm, un bureau et penderie
- une salle de bain avec lavabo, douche, machine à laver
- un WC indépendant
- une cour intérieure privative

Appartement équipé de sèche-cheveux, lave-linge, fer et table à repasser.
Le linge de maison est fourni (draps, serviettes et torchons) et les lits sont faits à votre arrivée. Des jeux sont disponibles pour les enfants.

Nous pourrons échanger autant que vous le souhaitez afin de vous orienter dans la ville, vous recommander des restaurants et lieux à voir typiquement bordelais.

C'est un vieux quartier de Bordeaux, historiquement lié au commerce du vin (nombreux négociants et cavistes) et abritant aujourd'hui de nombreux commerces et artisans (antiquaires, décorateurs, stylistes...).

Le quartier des Chartrons est idéalement situé : proche du Jardin Public (tram ligne C arrêt Paul Doumer-direct Centre ville et gare SNCF), à 200m des Quais de la Garonne et à 10 minutes à pied du centre ville (2 stations de tramway).
La rue comporte de nombreuses places de stationnement payantes mais les rues parallèles sont gratuites. 

A proximité de l'appartement : 
- commerces et toutes commodités : supermarchés, boulangeries, pâtisseries (dont la meilleure de Bordeaux), fromagers, traiteurs, cavistes, marchés le jeudi (bio) et dimanche
- restaurants : place du marché des Chartrons (pub, bars à vins, restaurants français, basques, étrangers ...) et alentours (dont restaurants étoilés)
- antiquaires (rue notre dame), galeries d'art, musée du vin et du négoce, musée d'art contemporain...",4,1,2,0,Logement entier,Appartement,nan,nan,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,Flexibles,"Le logement

Location saisonnière meublée dans un bel appartement de 75m2 au rez-de-chaussée surélevé. 

Ce bien se compose de :

- un salon avec un canapé et un fauteuil, une table basse, une TV, internet/wifi, une bibliothèque, et une espace repas avec une table pour 6 personnes.

- une cuisine parfaitement équipée de : four et micro-ondes, frigidaire/congélateur, plaques de cuisson, bouilloire, machine à café, grille-pain et tout le nécessaire pour cuisiner

- une 1ère grande chambre avec un lit double de 140 x 200 cm

- une 2ème chambre avec 1 lit double de 140 x 200 cm, un bureau et penderie

- une salle de bain avec lavabo, douche, machine à laver

- un WC indépendant

- une cour intérieure privative

Appartement équipé de sèche-cheveux, lave-linge, fer et table à repasser.

Le linge de maison est fourni (draps, serviettes et torchons) et les lits sont faits à votre arrivée. Des jeux sont disponibles pour les enfants.

Échanges avec les voyageurs

Nous pourrons échanger autant que vous le souhaitez afin de vous orienter dans la ville, vous recommander des restaurants et lieux à voir typiquement bordelais.

Le quartier

C'est un vieux quartier de Bordeaux, historiquement lié au commerce du vin (nombreux négociants et cavistes) et abritant aujourd'hui de nombreux commerces et artisans (antiquaires, décorateurs, stylistes...).

Le quartier des Chartrons est idéalement situé : proche du Jardin Public (tram ligne C arrêt Paul Doumer-direct Centre ville et gare SNCF), à 200m des Quais de la Garonne et à 10 minutes à pied du centre ville (2 stations de tramway).

La rue comporte de nombreuses places de stationnement payantes mais les rues parallèles sont gratuites. 

A proximité de l'appartement : 

- commerces et toutes commodités : supermarchés, boulangeries, pâtisseries (dont la meilleure de Bordeaux), fromagers, traiteurs, cavistes, marchés le jeudi (bio) et dimanche

- restaurants : place du marché des Chartrons (pub, bars à vins, restaurants français, basques, étrangers ...) et alentours (dont restaurants étoilés)

- antiquaires (rue notre dame), galeries d'art, musée du vin et du négoce, musée d'art contemporain...","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

L'entrée des lieux se fait à partir de 14h. Les lieux doivent être laissés libres à 11h. L'intégralité du logement est non fumeur et les animaux de compagnie ne sont pas admis.",2,85.77204837928002
12489546,https://www.airbnb.fr/rooms/12489546,Bel appartement Bordeaux centre,44.8416813404,-0.5723492169,"Bel appartement rénové situé dans le centre ville de Bordeaux, à proximité des transports, des magasins et restaurants et à 200m du Grand-Théâtre et de la Place de la Bourse

Bel appartement rénové, parquet dans toutes les pièces. D'une superficie de 40m2 environ, il dispose d'une salle de bain avec baignoire et wc, d'une chambre avec dressing, d'une cuisine entièrement équipée ( four, micro onde, lave vaisselle, machine à laver..), d'un salon avec canapé-lit (2places) et d'une TV, WIFI accessible partout dans l'appartement.

Quartier historique de Bordeaux en plein centre ville. L'appartement est situé dans une rue piétonne, toutes les commodités sont accessibles à pied.

Le logement est à 5 min à pied des 3 trams (A,B,C) , à 10 min en tram de la gare et une station velib juste en bas,  il y a également un parking payant au bout de la rue.",4,1,1,0,Logement entier,Appartement,nan,nan,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,15,0,Strictes,"Le logement

Bel appartement rénové, parquet dans toutes les pièces. D'une superficie de 40m2 environ, il dispose d'une salle de bain avec baignoire et wc, d'une chambre avec dressing, d'une cuisine entièrement équipée ( four, micro onde, lave vaisselle, machine à laver..), d'un salon avec canapé-lit (2places) et d'une TV, WIFI accessible partout dans l'appartement.

Le quartier

Quartier historique de Bordeaux en plein centre ville. L'appartement est situé dans une rue piétonne, toutes les commodités sont accessibles à pied.

Transports

Le logement est à 5 min à pied des 3 trams (A,B,C) , à 10 min en tram de la gare et une station velib juste en bas,  il y a également un parking payant au bout de la rue.","L'entrée dans les lieux se fait après 14:00

Animaux non autorisés 

Appartement non fumeur",3,70.67438150787802
12499657,https://www.airbnb.fr/rooms/12499657,Local type industriel,44.8588596265,-0.5777403051,"Local situé à Bordeaux Nord - tram C arrêt Émile Counord.
Idéalement situé pour l'Euro 2016, le tram C se rend directement au nouveau Stade de Bordeaux. 
Possibilité 6 couchages 
70m2
Belles prestations",6,1,2,0,Logement entier,Appartement,nan,nan,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,500,Flexibles,"Local situé à Bordeaux Nord - tram C arrêt Émile Counord.

Idéalement situé pour l'Euro 2016, le tram C se rend directement au nouveau Stade de Bordeaux. 

Possibilité 6 couchages 

70m2

Belles prestations

J'adore le contact et j'aime rendre service.

","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

L'heure d'entrée dans les lieux est 18:00 - 23:00.

",1,122.43406780254918
12503953,https://www.airbnb.fr/rooms/12503953,Charmant T2 à 2 pas des quais !,44.8591586641,-0.5614664581,"T2 avec terrasse, dans une résidence à 200m des quais de la Garonne, du tramway et proche de la Cité du vin. Cuisine ouverte sur séjour, canapé lit. 1 chambre avec lit 160cm/salle d'eau/WC séparé. Garage privatif et mise à disposition de vélos.",2,1,1,0,Logement entier,Appartement,Vrai lit,nan,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,12,0,0,0,0,Flexibles,"T2 avec terrasse, dans une résidence à 200m des quais de la Garonne, du tramway et proche de la Cité du vin. Cuisine ouverte sur séjour, canapé lit. 1 chambre avec lit 160cm/salle d'eau/WC séparé. Garage privatif et mise à disposition de vélos.","Ne convient pas aux animaux

Pas de fête ni de soirée

",2,50.660491826870384
12513805,https://www.airbnb.fr/rooms/12513805,Cosy canapé-lit / cosy sofa bed,44.8628716848,-0.5608225167,"Appartement très bien situé (à 500m des quais et du tram ligne B, à 5mn des commerces, du pont Chaban et du pont d'Aquitaine). 
Canapé-lit confortable dans le bureau de notre appartement.

Appartement au 3è étage d'une résidence située aux Bassins à flot, entre Bacalan et les Chartrons.

Accès à la salle de bains commune et au balcon.  
Possibilité d'accès à la cuisine pour les repas.

Nous travaillons en semaine, mais pouvons nous rendre disponibles en soirée ou le weekend pour vous renseigner sur les incontournables de Bordeaux et discuter autour d'un verre.

Emplacement stratégique: à 500m des quais, du tram ligne B, du Pont Chaban Delmas. Proche secteur des Chartrons et de l'hyper centre. 
Pas besoin de véhicule pour circuler en toute simplicité.

Rue gratuite devant la résidence pour stationner avec de nombreuses places. 
Tram ligne B à 500m de l'appartement.

En semaine, nous nous levons à 7h du matin.",2,1,1,1,Chambre privée,Appartement,Canapé,nan,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Flexibles,"Le logement

Appartement au 3è étage d'une résidence située aux Bassins à flot, entre Bacalan et les Chartrons.

Accès des voyageurs

Accès à la salle de bains commune et au balcon.  

Possibilité d'accès à la cuisine pour les repas.

Échanges avec les voyageurs

Nous travaillons en semaine, mais pouvons nous rendre disponibles en soirée ou le weekend pour vous renseigner sur les incontournables de Bordeaux et discuter autour d'un verre.

Le quartier

Emplacement stratégique: à 500m des quais, du tram ligne B, du Pont Chaban Delmas. Proche secteur des Chartrons et de l'hyper centre. 

Pas besoin de véhicule pour circuler en toute simplicité.

Transports

Rue gratuite devant la résidence pour stationner avec de nombreuses places. 

Tram ligne B à 500m de l'appartement.

Autres remarques

En semaine, nous nous levons à 7h du matin.

Travaillant dans une Maison de négoce de vins, j'aime le bon vin de Bordeaux à partager entre amis. 

Quant à mon compagnon, il aime la Littérature et la Philosophie (belle bibliothèque dans l'appartement avec de nombreux livres, qui prennent de la place, selon moi!)

Nous cuisinons peu -la cuisine est impeccable!- mais adorons aller au restaurant très régulièrement et connaissons de bonnes adresses. 

Nous recevons en toute simplicité, mais avec plaisir. 

","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

Ne convient pas aux enfants (0-12 ans)

L'heure d'entrée dans les lieux est 08:00 - 22:00.

Discrétion et sympathie",1,51.16129083626129
12517659,https://www.airbnb.fr/rooms/12517659,Etage privé avec salle-de-bain,44.8617211545,-0.5633214901,"Vous cherchez un logement pour l'Euro 2016 ?
Je loue l' étage d'une échoppe bordelaise du quartier des Chartrons avec 2 chambres : une avec lit double et une avec matelas simple. Salle-de-bain communicante privée. Accès direct au tram qui vous conduira au stade en 20 min

Looking for some accommodation for the Euro 2016 ?
I'm renting a floor with 2 rooms : one double bedroom and a single mattress room, with connecting bathroom. Near access to transportation to the stadium

C'est une échoppe bordelaise spacieuse et lumineuse, dotée d'une grande pièce à vivre et d'une petite cour extérieure.
Vous logerez à l'étage et vous aurez votre propre salle-de-bain (Douche/Baignoire/WC).

Vous aurez bien évidemment accès à la cuisine, à la cour extérieur...
Vous serez ici chez vous !

Si vous avez besoin de quoi que ce soit, n'hésitez pas à me demander, je serai ravie de vous aider ou de papoter tout simplement !

Les Chartrons :  dynamique et animé, proche du centre ville, des transports publics, c'est un quartier très agréable, à 10 min à pied de nombreux commerces (épiceries, supermarchés, boulangeries), bars, pubs, et restos (restos italiens, mexicains, africains, burgers, pizzerias...) : un chouette mélange qui allie le pratique à l'agréable !

Pour vous rendre dans le centre-ville de Bordeaux :
Arrêt de bus à 3 min de marche : Ligne 4 (durée de transport : 10 min)
Arrêt de tram à 10 min de marche : Ligne B (durée de transport : 5 min)
Station de Vcub à 3 min de marche (durée de transport : 10 min)
A pied : 30 min 

Pour vous rendre au stade pour les matchs de l'Euro 2016 :
Bus et tram : 30 min
A vélo : 15 min",3,1,1,0,Chambre privée,Maison,nan,nan,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,30,0,0,0,0,Flexibles,"Le logement

C'est une échoppe bordelaise spacieuse et lumineuse, dotée d'une grande pièce à vivre et d'une petite cour extérieure.

Vous logerez à l'étage et vous aurez votre propre salle-de-bain (Douche/Baignoire/WC).

Accès des voyageurs

Vous aurez bien évidemment accès à la cuisine, à la cour extérieur...

Vous serez ici chez vous !

Échanges avec les voyageurs

Si vous avez besoin de quoi que ce soit, n'hésitez pas à me demander, je serai ravie de vous aider ou de papoter tout simplement !

Le quartier

Les Chartrons :  dynamique et animé, proche du centre ville, des transports publics, c'est un quartier très agréable, à 10 min à pied de nombreux commerces (épiceries, supermarchés, boulangeries), bars, pubs, et restos (restos italiens, mexicains, africains, burgers, pizzerias...) : un chouette mélange qui allie le pratique à l'agréable !

Transports

Pour vous rendre dans le centre-ville de Bordeaux :

Arrêt de bus à 3 min de marche : Ligne 4 (durée de transport : 10 min)

Arrêt de tram à 10 min de marche : Ligne B (durée de transport : 5 min)

Station de Vcub à 3 min de marche (durée de transport : 10 min)

A pied : 30 min 

Pour vous rendre au stade pour les matchs de l'Euro 2016 :

Bus et tram : 30 min

A vélo : 15 min

I speak english. Hablo espanol. Mon pécher mignon ? Le fromage :-) J'aime la bonne bouffe, les romans de Ken Follett, la musique éléctro, le groove/funk, je danse la salsa, le tango argentin, j'aime aller voir ce qui se passe dans d'autres recoins de la planète et trouve ça chouette de pouvoir échanger avec les autres, c'est pour ça que c'est avec plaisir et intérêt que j'ouvre les portes de chez moi :-)

","Ne convient pas aux animaux

Pas de fête ni de soirée

C'est un logement non-fumeur, mais vous pouvez fumez dans la cour extérieure.

Je vous demande d'être respecteux des lieux (propreté, bruit...).",1,59.87102926522766
12532533,https://www.airbnb.fr/rooms/12532533,Charmante échoppe plein centre,44.8425704081,-0.5891582921,"Un peu de campagne en plein centre ville ! 2 minutes à pied des commerces, 5 min de l'église saint seurin et 10 minutes du centre historique. Grand salon/salle à manger, une cuisine, à l'étage une chambre parentale et 2 chambres pour enfants. Joli jardin et terrasse bois",4,1,3,0,Logement entier,Maison,nan,nan,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Flexibles,"Un peu de campagne en plein centre ville ! 2 minutes à pied des commerces, 5 min de l'église saint seurin et 10 minutes du centre historique. Grand salon/salle à manger, une cuisine, à l'étage une chambre parentale et 2 chambres pour enfants. Joli jardin et terrasse bois

Créatif honnête sportif ","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

",7,102.49121739213842
12552110,https://www.airbnb.fr/rooms/12552110,chambre dans quartier des Chartrons proche tram,44.8541514345,-0.5718881761,Nous vous accueillerons  dans une ambiance familiale aux cœur des Chartrons dans une chambre au calme avec salle de bain et WC privé. Tram  B et C à 350m. Proche des quais dans immeuble ancien.,2,1,1,0,Chambre privée,Appartement,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Flexibles,Nous vous accueillerons  dans une ambiance familiale aux cœur des Chartrons dans une chambre au calme avec salle de bain et WC privé. Tram  B et C à 350m. Proche des quais dans immeuble ancien.,"Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

Ne convient pas aux enfants (0-12 ans)

",1,51.279169880774134
